customer_key,customer_id,first_name,last_name,email,signup_date,loyalty_tier,region_key
1348,1348,Customer1348,LN1348,customer1348@shopmail.com,2024-03-17,Silver,3
1349,1349,Customer1349,LN1349,customer1349@shopmail.com,2024-04-24,Bronze,1
1350,1350,Customer1350,LN1350,customer1350@shopmail.com,2023-11-16,Silver,7
1351,1351,Customer1351,LN1351,customer1351@shopmail.com,2022-03-11,Silver,1
1352,1352,Customer1352,LN1352,customer1352@shopmail.com,2023-03-28,Gold,2
1353,1353,Customer1353,LN1353,customer1353@shopmail.com,2023-07-25,Silver,2
1354,1354,Customer1354,LN1354,customer1354@shopmail.com,2024-11-18,Bronze,3
1355,1355,Customer1355,LN1355,customer1355@shopmail.com,2022-09-10,Bronze,7
1356,1356,Customer1356,LN1356,customer1356@shopmail.com,2023-07-26,Bronze,1
1357,1357,Customer1357,LN1357,customer1357@shopmail.com,2023-01-31,Bronze,7
1358,1358,Customer1358,LN1358,customer1358@shopmail.com,2022-06-04,Gold,2
1359,1359,Customer1359,LN1359,customer1359@shopmail.com,2022-04-29,Silver,2
1360,1360,Customer1360,LN1360,customer1360@shopmail.com,2023-02-25,Bronze,5
1361,1361,Customer1361,LN1361,customer1361@shopmail.com,2022-04-05,Bronze,5
1362,1362,Customer1362,LN1362,customer1362@shopmail.com,2022-03-19,Silver,3
1363,1363,Customer1363,LN1363,customer1363@shopmail.com,2023-02-08,Silver,7
1364,1364,Customer1364,LN1364,customer1364@shopmail.com,2022-08-21,Bronze,4
1365,1365,Customer1365,LN1365,customer1365@shopmail.com,2023-10-01,Gold,7
1366,1366,Customer1366,LN1366,customer1366@shopmail.com,2022-01-21,Bronze,1
1367,1367,Customer1367,LN1367,customer1367@shopmail.com,2022-12-14,Bronze,7
1368,1368,Customer1368,LN1368,customer1368@shopmail.com,2023-06-06,Bronze,4
1369,1369,Customer1369,LN1369,customer1369@shopmail.com,2025-01-12,Silver,2
1370,1370,Customer1370,LN1370,customer1370@shopmail.com,2023-12-31,Silver,2
1371,1371,Customer1371,LN1371,customer1371@shopmail.com,2024-10-09,Gold,3
1372,1372,Customer1372,LN1372,customer1372@shopmail.com,2023-01-30,Bronze,2
1373,1373,Customer1373,LN1373,customer1373@shopmail.com,2023-06-02,Gold,3
1374,1374,Customer1374,LN1374,customer1374@shopmail.com,2023-04-29,Silver,7
1375,1375,Customer1375,LN1375,customer1375@shopmail.com,2024-10-17,Bronze,2
1376,1376,Customer1376,LN1376,customer1376@shopmail.com,2025-01-08,Bronze,3
1377,1377,Customer1377,LN1377,customer1377@shopmail.com,2025-01-11,Bronze,2
1378,1378,Customer1378,LN1378,customer1378@shopmail.com,2024-05-14,Gold,2
1379,1379,Customer1379,LN1379,customer1379@shopmail.com,2023-08-02,Bronze,5
1380,1380,Customer1380,LN1380,customer1380@shopmail.com,2023-09-14,Bronze,4
1381,1381,Customer1381,LN1381,customer1381@shopmail.com,2025-02-01,Silver,4
1382,1382,Customer1382,LN1382,customer1382@shopmail.com,2022-11-24,Gold,4
1383,1383,Customer1383,LN1383,customer1383@shopmail.com,2023-02-03,Silver,5
1384,1384,Customer1384,LN1384,customer1384@shopmail.com,2024-10-28,Silver,2
1385,1385,Customer1385,LN1385,customer1385@shopmail.com,2023-03-21,Bronze,4
1386,1386,Customer1386,LN1386,customer1386@shopmail.com,2022-09-28,Gold,5
1387,1387,Customer1387,LN1387,customer1387@shopmail.com,2023-10-07,Bronze,1
1388,1388,Customer1388,LN1388,customer1388@shopmail.com,2023-01-10,Bronze,7
1389,1389,Customer1389,LN1389,customer1389@shopmail.com,2024-10-21,Gold,4
1390,1390,Customer1390,LN1390,customer1390@shopmail.com,2024-11-11,Bronze,5
1391,1391,Customer1391,LN1391,customer1391@shopmail.com,2022-12-18,Bronze,7
1392,1392,Customer1392,LN1392,customer1392@shopmail.com,2023-09-01,Silver,1
1393,1393,Customer1393,LN1393,customer1393@shopmail.com,2025-02-05,Bronze,6
1394,1394,Customer1394,LN1394,customer1394@shopmail.com,2024-05-03,Bronze,5
1395,1395,Customer1395,LN1395,customer1395@shopmail.com,2022-09-05,Silver,5
1396,1396,Customer1396,LN1396,customer1396@shopmail.com,2023-11-11,Silver,2
1397,1397,Customer1397,LN1397,customer1397@shopmail.com,2023-12-14,Silver,5
1398,1398,Customer1398,LN1398,customer1398@shopmail.com,2024-01-22,Bronze,2
1399,1399,Customer1399,LN1399,customer1399@shopmail.com,2022-01-29,Silver,5
1400,1400,Customer1400,LN1400,customer1400@shopmail.com,2022-12-11,Silver,3
1401,1401,Customer1401,LN1401,customer1401@shopmail.com,2024-09-09,Bronze,5
1402,1402,Customer1402,LN1402,customer1402@shopmail.com,2022-10-05,Bronze,7
1403,1403,Customer1403,LN1403,customer1403@shopmail.com,2022-12-11,Bronze,4
1404,1404,Customer1404,LN1404,customer1404@shopmail.com,2023-01-06,Silver,3
1405,1405,Customer1405,LN1405,customer1405@shopmail.com,2022-07-23,Bronze,7
1406,1406,Customer1406,LN1406,customer1406@shopmail.com,2022-06-28,Silver,3
1407,1407,Customer1407,LN1407,customer1407@shopmail.com,2023-02-04,Gold,7
1408,1408,Customer1408,LN1408,customer1408@shopmail.com,2024-10-02,Bronze,5
1409,1409,Customer1409,LN1409,customer1409@shopmail.com,2022-01-02,Silver,5
1410,1410,Customer1410,LN1410,customer1410@shopmail.com,2022-11-22,Bronze,3
1411,1411,Customer1411,LN1411,customer1411@shopmail.com,2022-03-11,Bronze,3
1412,1412,Customer1412,LN1412,customer1412@shopmail.com,2023-10-08,Silver,1
1413,1413,Customer1413,LN1413,customer1413@shopmail.com,2022-10-16,Bronze,2
1414,1414,Customer1414,LN1414,customer1414@shopmail.com,2024-06-29,Gold,2
1415,1415,Customer1415,LN1415,customer1415@shopmail.com,2023-11-04,Silver,4
1416,1416,Customer1416,LN1416,customer1416@shopmail.com,2024-06-20,Bronze,2
1417,1417,Customer1417,LN1417,customer1417@shopmail.com,2024-01-01,Bronze,4
1418,1418,Customer1418,LN1418,customer1418@shopmail.com,2023-05-20,Bronze,2
1419,1419,Customer1419,LN1419,customer1419@shopmail.com,2024-09-17,Gold,3
1420,1420,Customer1420,LN1420,customer1420@shopmail.com,2023-07-02,Silver,2
1421,1421,Customer1421,LN1421,customer1421@shopmail.com,2024-12-28,Bronze,5
1422,1422,Customer1422,LN1422,customer1422@shopmail.com,2025-02-17,Silver,1
1423,1423,Customer1423,LN1423,customer1423@shopmail.com,2023-11-09,Silver,4
1424,1424,Customer1424,LN1424,customer1424@shopmail.com,2024-02-15,Silver,7
1425,1425,Customer1425,LN1425,customer1425@shopmail.com,2022-10-22,Bronze,3
1426,1426,Customer1426,LN1426,customer1426@shopmail.com,2024-07-25,Bronze,7
1427,1427,Customer1427,LN1427,customer1427@shopmail.com,2024-02-12,Bronze,3
1428,1428,Customer1428,LN1428,customer1428@shopmail.com,2024-11-03,Bronze,5
1429,1429,Customer1429,LN1429,customer1429@shopmail.com,2022-11-04,Bronze,7
1430,1430,Customer1430,LN1430,customer1430@shopmail.com,2024-06-24,Bronze,2
1431,1431,Customer1431,LN1431,customer1431@shopmail.com,2023-06-25,Bronze,3
1432,1432,Customer1432,LN1432,customer1432@shopmail.com,2022-08-01,Bronze,7
1433,1433,Customer1433,LN1433,customer1433@shopmail.com,2022-07-16,Bronze,4
1434,1434,Customer1434,LN1434,customer1434@shopmail.com,2023-10-09,Gold,1
1435,1435,Customer1435,LN1435,customer1435@shopmail.com,2023-01-03,Silver,5
1436,1436,Customer1436,LN1436,customer1436@shopmail.com,2022-04-28,Bronze,2
1437,1437,Customer1437,LN1437,customer1437@shopmail.com,2023-05-07,Silver,7
1438,1438,Customer1438,LN1438,customer1438@shopmail.com,2024-01-21,Bronze,4
1439,1439,Customer1439,LN1439,customer1439@shopmail.com,2023-01-02,Gold,2
1440,1440,Customer1440,LN1440,customer1440@shopmail.com,2025-01-03,Silver,4
1441,1441,Customer1441,LN1441,customer1441@shopmail.com,2024-06-15,Bronze,3
1442,1442,Customer1442,LN1442,customer1442@shopmail.com,2023-08-13,Gold,4
1443,1443,Customer1443,LN1443,customer1443@shopmail.com,2024-12-10,Silver,5
1444,1444,Customer1444,LN1444,customer1444@shopmail.com,2023-05-13,Silver,7
1445,1445,Customer1445,LN1445,customer1445@shopmail.com,2022-06-10,Bronze,2
1446,1446,Customer1446,LN1446,customer1446@shopmail.com,2022-02-11,Bronze,7
1447,1447,Customer1447,LN1447,customer1447@shopmail.com,2024-12-14,Silver,4
1448,1448,Customer1448,LN1448,customer1448@shopmail.com,2025-01-08,Bronze,7
1449,1449,Customer1449,LN1449,customer1449@shopmail.com,2024-04-30,Silver,4
1450,1450,Customer1450,LN1450,customer1450@shopmail.com,2022-04-29,Silver,2
1451,1451,Customer1451,LN1451,customer1451@shopmail.com,2022-12-04,Bronze,7
1452,1452,Customer1452,LN1452,customer1452@shopmail.com,2022-02-17,Bronze,7
1453,1453,Customer1453,LN1453,customer1453@shopmail.com,2022-02-28,Bronze,3
1454,1454,Customer1454,LN1454,customer1454@shopmail.com,2022-10-10,Bronze,7
1455,1455,Customer1455,LN1455,customer1455@shopmail.com,2023-10-20,Silver,1
1456,1456,Customer1456,LN1456,customer1456@shopmail.com,2022-03-17,Silver,4
1457,1457,Customer1457,LN1457,customer1457@shopmail.com,2025-02-06,Bronze,4
1458,1458,Customer1458,LN1458,customer1458@shopmail.com,2023-06-08,Silver,5
1459,1459,Customer1459,LN1459,customer1459@shopmail.com,2022-10-31,Silver,1
1460,1460,Customer1460,LN1460,customer1460@shopmail.com,2023-08-17,Silver,1
1461,1461,Customer1461,LN1461,customer1461@shopmail.com,2024-06-27,Bronze,4
1462,1462,Customer1462,LN1462,customer1462@shopmail.com,2022-12-26,Silver,1
1463,1463,Customer1463,LN1463,customer1463@shopmail.com,2022-02-24,Silver,4
1464,1464,Customer1464,LN1464,customer1464@shopmail.com,2022-02-28,Bronze,2
1465,1465,Customer1465,LN1465,customer1465@shopmail.com,2024-09-06,Silver,2
1466,1466,Customer1466,LN1466,customer1466@shopmail.com,2022-05-09,Gold,5
1467,1467,Customer1467,LN1467,customer1467@shopmail.com,2024-01-01,Bronze,1
1468,1468,Customer1468,LN1468,customer1468@shopmail.com,2023-03-19,Silver,2
1469,1469,Customer1469,LN1469,customer1469@shopmail.com,2024-06-13,Gold,5
1470,1470,Customer1470,LN1470,customer1470@shopmail.com,2022-03-11,Gold,2
1471,1471,Customer1471,LN1471,customer1471@shopmail.com,2024-10-29,Bronze,2
1472,1472,Customer1472,LN1472,customer1472@shopmail.com,2024-03-13,Silver,2
1473,1473,Customer1473,LN1473,customer1473@shopmail.com,2023-06-01,Gold,1
1474,1474,Customer1474,LN1474,customer1474@shopmail.com,2022-08-27,Silver,3
1475,1475,Customer1475,LN1475,customer1475@shopmail.com,2025-01-28,Bronze,4
1476,1476,Customer1476,LN1476,customer1476@shopmail.com,2022-12-14,Bronze,4
1477,1477,Customer1477,LN1477,customer1477@shopmail.com,2023-07-19,Silver,4
1478,1478,Customer1478,LN1478,customer1478@shopmail.com,2023-03-30,Bronze,1
1479,1479,Customer1479,LN1479,customer1479@shopmail.com,2022-09-23,Bronze,7
1480,1480,Customer1480,LN1480,customer1480@shopmail.com,2023-04-25,Bronze,4
1481,1481,Customer1481,LN1481,customer1481@shopmail.com,2022-06-24,Silver,5
1482,1482,Customer1482,LN1482,customer1482@shopmail.com,2022-01-02,Bronze,3
1483,1483,Customer1483,LN1483,customer1483@shopmail.com,2022-11-30,Gold,3
1484,1484,Customer1484,LN1484,customer1484@shopmail.com,2022-05-09,Silver,5
1485,1485,Customer1485,LN1485,customer1485@shopmail.com,2023-04-22,Gold,7
1486,1486,Customer1486,LN1486,customer1486@shopmail.com,2024-09-19,Gold,3
1487,1487,Customer1487,LN1487,customer1487@shopmail.com,2022-07-06,Bronze,7
1488,1488,Customer1488,LN1488,customer1488@shopmail.com,2022-01-02,Silver,4
1489,1489,Customer1489,LN1489,customer1489@shopmail.com,2022-05-08,Bronze,2
1490,1490,Customer1490,LN1490,customer1490@shopmail.com,2023-08-08,Gold,2
1491,1491,Customer1491,LN1491,customer1491@shopmail.com,2022-11-13,Bronze,3
1492,1492,Customer1492,LN1492,customer1492@shopmail.com,2023-07-17,Silver,5
1493,1493,Customer1493,LN1493,customer1493@shopmail.com,2022-02-03,Silver,4
1494,1494,Customer1494,LN1494,customer1494@shopmail.com,2023-01-19,Bronze,1
1495,1495,Customer1495,LN1495,customer1495@shopmail.com,2023-04-17,Silver,4
1496,1496,Customer1496,LN1496,customer1496@shopmail.com,2023-05-12,Bronze,7
1497,1497,Customer1497,LN1497,customer1497@shopmail.com,2023-09-26,Bronze,5
1498,1498,Customer1498,LN1498,customer1498@shopmail.com,2024-06-16,Bronze,3
1499,1499,Customer1499,LN1499,customer1499@shopmail.com,2023-06-22,Bronze,4
1500,1500,Customer1500,LN1500,customer1500@shopmail.com,2024-08-25,Silver,1
1501,1501,Customer1501,LN1501,customer1501@shopmail.com,2023-09-02,Gold,2
1502,1502,Customer1502,LN1502,customer1502@shopmail.com,2022-10-27,Bronze,3
1503,1503,Customer1503,LN1503,customer1503@shopmail.com,2022-09-21,Silver,5
1504,1504,Customer1504,LN1504,customer1504@shopmail.com,2023-01-06,Gold,5
1505,1505,Customer1505,LN1505,customer1505@shopmail.com,2023-11-19,Silver,1
1506,1506,Customer1506,LN1506,customer1506@shopmail.com,2022-10-06,Bronze,4
1507,1507,Customer1507,LN1507,customer1507@shopmail.com,2024-11-17,Gold,3
1508,1508,Customer1508,LN1508,customer1508@shopmail.com,2023-07-06,Bronze,1
1509,1509,Customer1509,LN1509,customer1509@shopmail.com,2024-09-19,Silver,7
1510,1510,Customer1510,LN1510,customer1510@shopmail.com,2024-02-25,Silver,6
1511,1511,Customer1511,LN1511,customer1511@shopmail.com,2023-01-19,Silver,4
1512,1512,Customer1512,LN1512,customer1512@shopmail.com,2022-09-20,Bronze,7
1513,1513,Customer1513,LN1513,customer1513@shopmail.com,2024-05-05,Bronze,2
1514,1514,Customer1514,LN1514,customer1514@shopmail.com,2023-01-16,Silver,2
1515,1515,Customer1515,LN1515,customer1515@shopmail.com,2022-10-11,Bronze,7
1516,1516,Customer1516,LN1516,customer1516@shopmail.com,2024-12-05,Bronze,4
1517,1517,Customer1517,LN1517,customer1517@shopmail.com,2023-07-10,Silver,4
1518,1518,Customer1518,LN1518,customer1518@shopmail.com,2022-02-25,Silver,5
1519,1519,Customer1519,LN1519,customer1519@shopmail.com,2023-07-23,Bronze,4
1520,1520,Customer1520,LN1520,customer1520@shopmail.com,2023-06-14,Bronze,2
1521,1521,Customer1521,LN1521,customer1521@shopmail.com,2024-09-20,Gold,2
1522,1522,Customer1522,LN1522,customer1522@shopmail.com,2024-03-29,Bronze,2
1523,1523,Customer1523,LN1523,customer1523@shopmail.com,2022-08-09,Bronze,2
1524,1524,Customer1524,LN1524,customer1524@shopmail.com,2022-06-23,Bronze,7
1525,1525,Customer1525,LN1525,customer1525@shopmail.com,2023-11-26,Bronze,4
1526,1526,Customer1526,LN1526,customer1526@shopmail.com,2022-02-24,Gold,2
1527,1527,Customer1527,LN1527,customer1527@shopmail.com,2023-01-02,Bronze,2
1528,1528,Customer1528,LN1528,customer1528@shopmail.com,2022-06-08,Bronze,1
1529,1529,Customer1529,LN1529,customer1529@shopmail.com,2022-01-24,Silver,3
1530,1530,Customer1530,LN1530,customer1530@shopmail.com,2024-11-22,Bronze,1
1531,1531,Customer1531,LN1531,customer1531@shopmail.com,2022-04-14,Bronze,2
1532,1532,Customer1532,LN1532,customer1532@shopmail.com,2022-01-11,Gold,4
1533,1533,Customer1533,LN1533,customer1533@shopmail.com,2024-12-08,Silver,1
1534,1534,Customer1534,LN1534,customer1534@shopmail.com,2022-08-05,Bronze,4
1535,1535,Customer1535,LN1535,customer1535@shopmail.com,2024-07-28,Bronze,3
1536,1536,Customer1536,LN1536,customer1536@shopmail.com,2022-02-05,Bronze,7
1537,1537,Customer1537,LN1537,customer1537@shopmail.com,2022-06-26,Bronze,1
1538,1538,Customer1538,LN1538,customer1538@shopmail.com,2022-05-08,Silver,3
1539,1539,Customer1539,LN1539,customer1539@shopmail.com,2024-03-23,Silver,4
1540,1540,Customer1540,LN1540,customer1540@shopmail.com,2023-12-15,Silver,2
1541,1541,Customer1541,LN1541,customer1541@shopmail.com,2023-07-01,Gold,3
1542,1542,Customer1542,LN1542,customer1542@shopmail.com,2022-10-05,Bronze,3
1543,1543,Customer1543,LN1543,customer1543@shopmail.com,2022-04-13,Gold,4
1544,1544,Customer1544,LN1544,customer1544@shopmail.com,2023-10-17,Silver,5
1545,1545,Customer1545,LN1545,customer1545@shopmail.com,2022-09-23,Bronze,4
1546,1546,Customer1546,LN1546,customer1546@shopmail.com,2023-11-10,Silver,5
1547,1547,Customer1547,LN1547,customer1547@shopmail.com,2024-03-01,Bronze,7
1548,1548,Customer1548,LN1548,customer1548@shopmail.com,2024-09-03,Silver,7
1549,1549,Customer1549,LN1549,customer1549@shopmail.com,2023-07-23,Silver,5
1550,1550,Customer1550,LN1550,customer1550@shopmail.com,2022-01-06,Bronze,7
1551,1551,Customer1551,LN1551,customer1551@shopmail.com,2022-11-19,Gold,5
1552,1552,Customer1552,LN1552,customer1552@shopmail.com,2024-09-08,Bronze,7
1553,1553,Customer1553,LN1553,customer1553@shopmail.com,2023-09-06,Silver,4
1554,1554,Customer1554,LN1554,customer1554@shopmail.com,2023-12-13,Bronze,1
1555,1555,Customer1555,LN1555,customer1555@shopmail.com,2023-06-11,Bronze,1
1556,1556,Customer1556,LN1556,customer1556@shopmail.com,2022-07-07,Bronze,5
1557,1557,Customer1557,LN1557,customer1557@shopmail.com,2024-10-28,Gold,2
1558,1558,Customer1558,LN1558,customer1558@shopmail.com,2024-06-07,Bronze,4
1559,1559,Customer1559,LN1559,customer1559@shopmail.com,2025-02-18,Gold,3
1560,1560,Customer1560,LN1560,customer1560@shopmail.com,2024-09-10,Bronze,2
1561,1561,Customer1561,LN1561,customer1561@shopmail.com,2022-12-01,Bronze,5
1562,1562,Customer1562,LN1562,customer1562@shopmail.com,2022-10-20,Bronze,5
1563,1563,Customer1563,LN1563,customer1563@shopmail.com,2022-10-13,Bronze,1
1564,1564,Customer1564,LN1564,customer1564@shopmail.com,2024-11-22,Gold,2
1565,1565,Customer1565,LN1565,customer1565@shopmail.com,2023-10-03,Bronze,2
1566,1566,Customer1566,LN1566,customer1566@shopmail.com,2023-06-07,Silver,4
1567,1567,Customer1567,LN1567,customer1567@shopmail.com,2025-01-18,Silver,2
1568,1568,Customer1568,LN1568,customer1568@shopmail.com,2023-11-25,Silver,2
1569,1569,Customer1569,LN1569,customer1569@shopmail.com,2024-11-11,Silver,2
1570,1570,Customer1570,LN1570,customer1570@shopmail.com,2025-02-06,Gold,4
1571,1571,Customer1571,LN1571,customer1571@shopmail.com,2022-04-02,Silver,3
1572,1572,Customer1572,LN1572,customer1572@shopmail.com,2023-02-20,Silver,5
1573,1573,Customer1573,LN1573,customer1573@shopmail.com,2024-04-24,Silver,2
1574,1574,Customer1574,LN1574,customer1574@shopmail.com,2024-07-24,Silver,5
1575,1575,Customer1575,LN1575,customer1575@shopmail.com,2022-06-20,Bronze,2
1576,1576,Customer1576,LN1576,customer1576@shopmail.com,2023-01-02,Silver,1
1577,1577,Customer1577,LN1577,customer1577@shopmail.com,2023-09-23,Bronze,2
1578,1578,Customer1578,LN1578,customer1578@shopmail.com,2024-07-08,Silver,2
1579,1579,Customer1579,LN1579,customer1579@shopmail.com,2022-05-10,Gold,2
1580,1580,Customer1580,LN1580,customer1580@shopmail.com,2023-11-22,Gold,1
1581,1581,Customer1581,LN1581,customer1581@shopmail.com,2022-12-07,Silver,1
1582,1582,Customer1582,LN1582,customer1582@shopmail.com,2022-09-06,Silver,1
1583,1583,Customer1583,LN1583,customer1583@shopmail.com,2023-08-16,Silver,5
1584,1584,Customer1584,LN1584,customer1584@shopmail.com,2023-04-22,Bronze,7
1585,1585,Customer1585,LN1585,customer1585@shopmail.com,2024-01-02,Bronze,7
1586,1586,Customer1586,LN1586,customer1586@shopmail.com,2023-01-01,Bronze,5
1587,1587,Customer1587,LN1587,customer1587@shopmail.com,2024-08-04,Bronze,5
1588,1588,Customer1588,LN1588,customer1588@shopmail.com,2022-03-31,Gold,6
1589,1589,Customer1589,LN1589,customer1589@shopmail.com,2024-09-18,Gold,4
1590,1590,Customer1590,LN1590,customer1590@shopmail.com,2022-02-04,Silver,1
1591,1591,Customer1591,LN1591,customer1591@shopmail.com,2024-04-26,Bronze,2
1592,1592,Customer1592,LN1592,missing_1592@shopmail.com,2023-02-03,Silver,3
1593,1593,Customer1593,LN1593,customer1593@shopmail.com,2023-03-17,Bronze,1
1594,1594,Customer1594,LN1594,customer1594@shopmail.com,2022-01-22,Silver,7
1595,1595,Customer1595,LN1595,customer1595@shopmail.com,2024-03-18,Gold,3
1596,1596,Customer1596,LN1596,customer1596@shopmail.com,2022-07-10,Bronze,1
1597,1597,Customer1597,LN1597,customer1597@shopmail.com,2024-01-29,Bronze,3
1598,1598,Customer1598,LN1598,customer1598@shopmail.com,2024-04-13,Bronze,1
1599,1599,Customer1599,LN1599,customer1599@shopmail.com,2024-08-30,Bronze,2
1600,1600,Customer1600,LN1600,customer1600@shopmail.com,2024-03-25,Bronze,2
1601,1601,Customer1601,LN1601,customer1601@shopmail.com,2022-12-13,Bronze,2
1602,1602,Customer1602,LN1602,customer1602@shopmail.com,2024-04-29,Bronze,3
1603,1603,Customer1603,LN1603,customer1603@shopmail.com,2024-08-07,Bronze,1
1604,1604,Customer1604,LN1604,customer1604@shopmail.com,2022-12-31,Bronze,4
1605,1605,Customer1605,LN1605,customer1605@shopmail.com,2022-05-23,Silver,1
1606,1606,Customer1606,LN1606,customer1606@shopmail.com,2024-10-20,Bronze,4
1607,1607,Customer1607,LN1607,customer1607@shopmail.com,2022-06-20,Gold,3
1608,1608,Customer1608,LN1608,customer1608@shopmail.com,2023-11-14,Bronze,3
1609,1609,Customer1609,LN1609,customer1609@shopmail.com,2022-09-29,Bronze,2
1610,1610,Customer1610,LN1610,customer1610@shopmail.com,2022-05-25,Bronze,7
1611,1611,Customer1611,LN1611,customer1611@shopmail.com,2024-06-11,Silver,1
1612,1612,Customer1612,LN1612,customer1612@shopmail.com,2022-06-15,Bronze,2
1613,1613,Customer1613,LN1613,customer1613@shopmail.com,2024-02-10,Silver,3
1614,1614,Customer1614,LN1614,customer1614@shopmail.com,2024-03-08,Bronze,2
1615,1615,Customer1615,LN1615,customer1615@shopmail.com,2022-03-11,Gold,4
1616,1616,Customer1616,LN1616,customer1616@shopmail.com,2022-07-18,Bronze,2
1617,1617,Customer1617,LN1617,customer1617@shopmail.com,2024-07-02,Bronze,1
1618,1618,Customer1618,LN1618,customer1618@shopmail.com,2023-08-07,Gold,5
1619,1619,Customer1619,LN1619,customer1619@shopmail.com,2022-05-20,Bronze,4
1620,1620,Customer1620,LN1620,customer1620@shopmail.com,2025-02-14,Bronze,2
1621,1621,Customer1621,LN1621,customer1621@shopmail.com,2022-11-01,Silver,2
1622,1622,Customer1622,LN1622,customer1622@shopmail.com,2022-01-05,Bronze,3
1623,1623,Customer1623,LN1623,customer1623@shopmail.com,2024-11-28,Bronze,7
1624,1624,Customer1624,LN1624,customer1624@shopmail.com,2022-01-20,Bronze,3
1625,1625,Customer1625,LN1625,customer1625@shopmail.com,2023-09-29,Bronze,5
1626,1626,Customer1626,LN1626,customer1626@shopmail.com,2025-02-16,Gold,5
1627,1627,Customer1627,LN1627,customer1627@shopmail.com,2023-10-27,Silver,7
1628,1628,Customer1628,LN1628,customer1628@shopmail.com,2023-11-04,Silver,5
1629,1629,Customer1629,LN1629,customer1629@shopmail.com,2023-03-23,Bronze,1
1630,1630,Customer1630,LN1630,customer1630@shopmail.com,2022-05-26,Silver,4
1631,1631,Customer1631,LN1631,customer1631@shopmail.com,2023-10-21,Silver,1
1632,1632,Customer1632,LN1632,customer1632@shopmail.com,2024-10-28,Bronze,2
1633,1633,Customer1633,LN1633,customer1633@shopmail.com,2022-04-15,Gold,4
1634,1634,Customer1634,LN1634,customer1634@shopmail.com,2024-10-09,Silver,7
1635,1635,Customer1635,LN1635,customer1635@shopmail.com,2023-04-23,Silver,3
1636,1636,Customer1636,LN1636,customer1636@shopmail.com,2023-09-09,Bronze,2
1637,1637,Customer1637,LN1637,missing_1637@shopmail.com,2022-07-10,Bronze,2
1638,1638,Customer1638,LN1638,customer1638@shopmail.com,2023-12-17,Silver,2
1639,1639,Customer1639,LN1639,customer1639@shopmail.com,2022-07-29,Silver,7
1640,1640,Customer1640,LN1640,customer1640@shopmail.com,2022-11-11,Bronze,4
1641,1641,Customer1641,LN1641,customer1641@shopmail.com,2024-04-09,Bronze,4
1642,1642,Customer1642,LN1642,customer1642@shopmail.com,2022-02-28,Silver,2
1643,1643,Customer1643,LN1643,customer1643@shopmail.com,2023-05-30,Bronze,3
1644,1644,Customer1644,LN1644,customer1644@shopmail.com,2023-11-15,Bronze,1
1645,1645,Customer1645,LN1645,customer1645@shopmail.com,2022-06-01,Silver,7
1646,1646,Customer1646,LN1646,customer1646@shopmail.com,2022-12-05,Bronze,7
1647,1647,Customer1647,LN1647,customer1647@shopmail.com,2023-01-31,Bronze,2
1648,1648,Customer1648,LN1648,customer1648@shopmail.com,2024-02-03,Bronze,7
1649,1649,Customer1649,LN1649,customer1649@shopmail.com,2025-01-28,Gold,5
1650,1650,Customer1650,LN1650,customer1650@shopmail.com,2024-08-19,Bronze,5
1651,1651,Customer1651,LN1651,customer1651@shopmail.com,2022-08-07,Silver,4
1652,1652,Customer1652,LN1652,customer1652@shopmail.com,2022-01-21,Gold,3
1653,1653,Customer1653,LN1653,missing_1653@shopmail.com,2022-03-01,Silver,3
1654,1654,Customer1654,LN1654,customer1654@shopmail.com,2023-11-17,Silver,1
1655,1655,Customer1655,LN1655,customer1655@shopmail.com,2022-06-29,Silver,2
1656,1656,Customer1656,LN1656,customer1656@shopmail.com,2022-09-23,Bronze,3
1657,1657,Customer1657,LN1657,customer1657@shopmail.com,2024-09-01,Silver,3
1658,1658,Customer1658,LN1658,customer1658@shopmail.com,2024-10-01,Gold,5
1659,1659,Customer1659,LN1659,customer1659@shopmail.com,2024-08-22,Silver,5
1660,1660,Customer1660,LN1660,customer1660@shopmail.com,2022-10-19,Bronze,4
1661,1661,Customer1661,LN1661,customer1661@shopmail.com,2023-12-14,Bronze,2
1662,1662,Customer1662,LN1662,customer1662@shopmail.com,2023-12-04,Gold,3
1663,1663,Customer1663,LN1663,customer1663@shopmail.com,2022-08-02,Bronze,1
1664,1664,Customer1664,LN1664,customer1664@shopmail.com,2023-09-29,Silver,4
1665,1665,Customer1665,LN1665,customer1665@shopmail.com,2023-08-28,Bronze,7
1666,1666,Customer1666,LN1666,customer1666@shopmail.com,2023-04-01,Silver,2
1667,1667,Customer1667,LN1667,customer1667@shopmail.com,2024-05-14,Silver,2
1668,1668,Customer1668,LN1668,customer1668@shopmail.com,2024-02-19,Bronze,4
1669,1669,Customer1669,LN1669,customer1669@shopmail.com,2023-09-05,Bronze,1
1670,1670,Customer1670,LN1670,customer1670@shopmail.com,2024-04-14,Silver,1
1671,1671,Customer1671,LN1671,customer1671@shopmail.com,2024-05-27,Bronze,4
1672,1672,Customer1672,LN1672,customer1672@shopmail.com,2023-10-14,Bronze,1
1673,1673,Customer1673,LN1673,customer1673@shopmail.com,2022-11-04,Silver,1
1674,1674,Customer1674,LN1674,customer1674@shopmail.com,2024-05-22,Bronze,5
1675,1675,Customer1675,LN1675,customer1675@shopmail.com,2024-04-05,Silver,5
